imdbId,ordering,actor_name,category,characters
445939,2,David Busse,actor,Young Bluecoat
445939,3,Harley Coriz,actor,Short Ute
445939,4,Jocelin Donahue,actress,Maryanne Stewart
445953,1,John Malkovich,actor,Professor David Lurie
445953,2,Natalie Becker,actress,Soraya
445953,3,Jessica Haines,actress,Lucy Lurie
445953,4,Eriq Ebouaney,actor,Petrus
445990,1,Mark Wahlberg,actor,Vince Papale
445990,2,Greg Kinnear,actor,Dick Vermeil
445990,3,Elizabeth Banks,actress,Janet
445990,4,Kevin Conway,actor,Frank Papale
446029,1,Michael Cera,actor,Scott Pilgrim
446029,2,Mary Elizabeth Winstead,actress,Ramona Flowers
446029,3,Kieran Culkin,actor,Wallace Wells
446029,4,Anna Kendrick,actress,Stacey Pilgrim
446046,1,Antonio Banderas,actor,Pierre Dulaine
446046,2,Rob Brown,actor,Rock
446046,3,Yaya DaCosta,actress,LaRhette
446046,4,Alfre Woodard,actress,Augustine James
446059,1,Jet Li,actor,Huo Yuanjia
446059,2,Li Sun,actress,Moon
446059,3,Yong Dong,actor,Nong Jinsun
446059,4,Yun Qu,actress,Grandma
446755,1,Naomi Watts,actress,Kitty Fane
446755,2,Edward Norton,actor,Walter Fane
446755,3,Liev Schreiber,actor,Charlie Townsend
446755,4,Catherine An,actress,Hostess
447166,1,Nathan Rice,actor,Sir Osric|Lodge
447166,2,Carol Roscoe,actress,Daphne|Joanna
447166,3,Brian S. Lewis,actor,Brother Silence|Cass|Rennard
447166,4,Scott C. Brown,actor,Flynn|Leo|Turk
447987,1,Jordan Danger,actress,Katelin Kingsford
447987,2,Whitney Sloan,actress,Hollywood
447987,3,Cristine Rose,actress,Natasha
447987,4,Ryan Malgarini,actor,Bradley Kingsford
448011,1,Nicolas Cage,actor,John Koestler
448011,2,Chandler Canterbury,actor,Caleb Koestler
448011,3,Rose Byrne,actress,Diana
448011,4,Lara Robinson,actress,Abby|Lucinda
448075,1,Robin Williams,actor,Gabriel Noone
448075,2,Toni Collette,actress,Donna D. Logand
448075,3,Rory Culkin,actor,Pete D. Logand
448075,4,Joe Morton,actor,Ashe
448134,1,Cillian Murphy,actor,Robert Capa
448134,2,Rose Byrne,actress,Cassie
448134,3,Chris Evans,actor,Mace
448134,4,Cliff Curtis,actor,Searle
448157,1,Will Smith,actor,John Hancock
448157,2,Charlize Theron,actress,Mary
448157,3,Jason Bateman,actor,Ray
448157,4,Jae Head,actor,Aaron
448694,1,Antonio Banderas,actor,Puss in Boots
448694,2,Salma Hayek,actress,Kitty Softpaws
448694,3,Zach Galifianakis,actor,Humpty Alexander Dumpty
448694,4,Billy Bob Thornton,actor,Jack
449010,1,Ed Speleers,actor,Eragon
449010,2,Sienna Guillory,actress,Arya
449010,3,Jeremy Irons,actor,Brom
449010,4,John Malkovich,actor,Galbatorix
449040,1,C. Thomas Howell,actor,George Herbert
449040,2,Rhett Giles,actor,Pastor Victor
449040,3,Andy Lauer,actor,Sgt. Kerry Williams
449040,4,Tinarie van Wyk Loots,actress,Felicity Herbert
449059,1,Steve Carell,actor,Frank
449059,2,Toni Collette,actress,Sheryl
449059,3,Greg Kinnear,actor,Richard Hoover
449059,4,Abigail Breslin,actress,Olive
449061,1,Jessica Biel,actress,London
449061,2,Chris Evans,actor,Syd
449061,3,Jason Statham,actor,Bateman
449061,4,Joy Bryant,actress,Mallory
449086,1,Stellan Skarsgård,actor,Father Lankester Merrin
449086,2,Gabriel Mann,actor,Father Francis
449086,3,Clara Bellar,actress,Rachel Lesno
449086,4,Billy Crawford,actor,Cheche
449088,1,Johnny Depp,actor,Jack Sparrow
449088,2,Orlando Bloom,actor,Will Turner
449088,3,Keira Knightley,actress,Elizabeth Swann
449088,4,Geoffrey Rush,actor,Captain Hector Barbossa
449089,1,Robin Williams,actor,Bob Munro
449089,2,Cheryl Hines,actress,Jamie Munro
449089,3,Kristin Chenoweth,actress,Mary Jo Gornicke
449089,4,JoJo,actress,Cassie Munro
449467,1,Brad Pitt,actor,Richard
449467,2,Cate Blanchett,actress,Susan
449467,3,Gael García Bernal,actor,Santiago
449467,4,Mohamed Akhzam,actor,Anwar
449851,1,Gad Elmaleh,actor,François Pignon
449851,2,Alice Taglioni,actress,Elena
449851,3,Daniel Auteuil,actor,Levasseur
449851,4,Kristin Scott Thomas,actress,Christine
450188,1,Marion Cotillard,actress,Edith Piaf
450188,2,Sylvie Testud,actress,Mômone
450188,3,Pascal Greggory,actor,Louis Barrier
450188,4,Emmanuelle Seigner,actress,Titine
450232,1,Bruce Willis,actor,Jack Mosley
450232,2,Yasiin Bey,actor,Eddie Bunker
450232,3,David Morse,actor,Frank Nugent
450232,4,Jenna Stern,actress,Diane Mosley
450259,1,Leonardo DiCaprio,actor,Danny Archer
450259,2,Djimon Hounsou,actor,Solomon Vandy
450259,3,Jennifer Connelly,actress,Maddy Bowen
450259,4,Kagiso Kuypers,actor,Dia Vandy
450278,1,Jay Hernandez,actor,Paxton
450278,2,Derek Richardson,actor,Josh
450278,3,Eythor Gudjonsson,actor,Oli
450278,4,Barbara Nedeljakova,actress,Natalya
450314,1,Ray Stevenson,actor,Frank Castle
450314,2,Dominic West,actor,Billy|Jigsaw
450314,3,Julie Benz,actress,Angela
450314,4,Doug Hutchison,actor,Loony Bin Jim
450336,1,Henry Cavill,actor,Evan Marshall
450336,2,Dominic Purcell,actor,Victor Alan Marshall
450336,3,Emma Booth,actress,Liese Wollner
450336,4,Michael Fassbender,actor,Richard Wirth
450340,1,Jim Caviezel,actor,Jean Jacket
450340,2,Greg Kinnear,actor,Broken Nose
450340,3,Bridget Moynahan,actress,Eliza Coles
450340,4,Joe Pantoliano,actor,Bound Man
450345,1,Nicolas Cage,actor,Edward Malus
450345,2,Ellen Burstyn,actress,Sister SummersIsle
450345,3,Leelee Sobieski,actress,Sister Honey
450345,4,Kate Beahan,actress,Sister Willow Woodward
450385,1,John Cusack,actor,Mike Enslin
450385,2,Samuel L. Jackson,actor,Gerald Olin
450385,3,Mary McCormack,actress,Lily
450385,4,Tony Shalhoub,actor,Sam Farrell
450405,1,Chris Massoglia,actor,Darren
450405,2,John C. Reilly,actor,Crepsley
450405,3,Salma Hayek,actress,Madame Truska
450405,4,Josh Hutcherson,actor,Steve
450827,1,Maru Valdivielso,actress,Rebeca Expósito
450827,2,Christian Casas,actor,Koldo
450827,3,Roger Babià,actor,Peti
450827,4,Pau Poch,actor,Tito
450972,1,Takuya Shimada,actor,Geisha
450972,2,Brian Blessed,actor,Duke Senior|Duke Frederick
450972,3,Richard Clifford,actor,Le Beau
450972,4,Bryce Dallas Howard,actress,Rosalind
451079,1,Jim Carrey,actor,Horton
451079,2,Steve Carell,actor,Mayor
451079,3,Carol Burnett,actress,Kangaroo
451079,4,Will Arnett,actor,Vlad
451094,1,Nam-mi Kang,actress,Choir Member 1
451094,2,Jeong-nam Choi,actor,Choir Member 2
451094,3,Hye-Sook Go,actress,Choir Member 3
451094,4,Bok-hwa Baek,actress,Choir Member 4
451279,1,Gal Gadot,actress,Diana
451279,2,Chris Pine,actor,Steve Trevor
451279,3,Robin Wright,actress,Antiope
451279,4,Lucy Davis,actress,Etta
452039,1,Kôji Imada,actor,Nishi
452039,2,Sayaka Maeda,actress,Myon
452039,3,Takashi Fujii,actor,Jiisan
452039,4,Seiko Takuma,actress,Yan
452594,1,Jennifer Aniston,actress,Brooke Meyers
452594,2,Vince Vaughn,actor,Gary Grobowski
452594,3,Jon Favreau,actor,Johnny O
452594,4,Joey Lauren Adams,actress,Addie
452598,1,Steve Martin,actor,Tom Baker
452598,2,Bonnie Hunt,actress,Kate Baker
452598,3,Hilary Duff,actress,Lorraine Baker
452598,4,Eugene Levy,actor,Jimmy Murtaugh
452608,1,Jason Statham,actor,Jensen Ames
452608,2,Joan Allen,actress,Hennessey
452608,3,Tyrese Gibson,actor,Machine Gun Joe
452608,4,Ian McShane,actor,Coach
452623,1,Morgan Freeman,actor,Jack Doyle
452623,2,Ed Harris,actor,Remy Bressant
452623,3,Casey Affleck,actor,Patrick Kenzie
452623,4,Michelle Monaghan,actress,Angie Gennaro
452624,1,George Clooney,actor,Jake Geismer
452624,2,Cate Blanchett,actress,Lena Brandt
452624,3,Tobey Maguire,actor,Tully
452624,4,Beau Bridges,actor,Colonel Muller
452625,1,Dane Cook,actor,Charlie
452625,2,Jessica Alba,actress,Cam
452625,3,Dan Fogler,actor,Stu
452625,4,Connor Price,actor,Young Charlie
452637,1,Paul Giamatti,actor,Cleveland Heep
452637,2,Bryce Dallas Howard,actress,Story
452637,3,Jeffrey Wright,actor,Mr. Dury
452637,4,Bob Balaban,actor,Harry Farber
452643,1,Brittany Murphy,actress,Emily Jackson-Jacks
452643,2,Matthew Rhys,actor,Peter Simon
452643,3,Catherine Tate,actress,Tallulah Riggs-Wentworth
452643,4,Santiago Cabrera,actor,Paolo Sarmiento
452681,1,Tim Allen,actor,Santa|Scott Calvin
452681,2,Martin Short,actor,Jack Frost
452681,3,Elizabeth Mitchell,actress,Mrs. Claus|Carol Calvin
452681,4,Eric Lloyd,actor,Charlie Calvin
452694,1,Eric Bana,actor,Henry
452694,2,Rachel McAdams,actress,Clare
452694,3,Ron Livingston,actor,Gomez
452694,4,Michelle Nolden,actress,Annette DeTamble
452702,1,Kate Beckinsale,actress,Amy Fox
452702,2,Luke Wilson,actor,David Fox
452702,3,Frank Whaley,actor,Mason
452702,4,Ethan Embry,actor,Mechanic
453047,1,Manuel Alexandre,actor,Fred
453047,2,China Zorrilla,actress,Elsa
453047,3,Blanca Portillo,actress,Cuca
453047,4,José Ángel Egido,actor,Paco
453451,1,Rowan Atkinson,actor,Mr. Bean
453451,2,Willem Dafoe,actor,Carson Clay
453451,3,Steve Pemberton,actor,Vicar
453451,4,Lily Atkinson,actress,Lily at the Stereo
453453,1,Artie Lange,actor,Artie DeVanzo
453453,2,Ralph Macchio,actor,Maz
453453,3,Anthony DeSando,actor,Dennis Mangenelli
453453,4,Cara Buono,actress,Linda Salvo
453467,1,Denzel Washington,actor,Doug Carlin
453467,2,Paula Patton,actress,Claire Kuchever
453467,3,Jim Caviezel,actor,Carroll Oerstadt
453467,4,Val Kilmer,actor,Agent Pryzwarra
453548,1,Kate Beckinsale,actress,Annie Marchand
453548,2,Sam Rockwell,actor,Glenn Marchand
453548,3,Michael Angarano,actor,Arthur Parkinson
453548,4,Jeannetta Arnette,actress,Louise Parkinson
453556,1,Patrick Stewart,actor,Winters
453556,2,Mako,actor,Splinter
453556,3,Chris Evans,actor,Casey
453556,4,Sarah Michelle Gellar,actress,April O'Neil
453562,1,Chadwick Boseman,actor,Jackie Robinson
453562,2,T.R. Knight,actor,Harold Parrott
453562,3,Harrison Ford,actor,Branch Rickey
453562,4,Nicole Beharie,actress,Rachel Robinson
453671,1,Akshay Kumar,actor,Mac
453671,2,John Abraham,actor,Shyam \Sam\
453671,3,Paresh Rawal,actor,Mambo
453671,4,Rimi Sen,actress,Anjali
454082,1,Michelle Trachtenberg,actress,Melissa
454082,2,Mary Elizabeth Winstead,actress,Heather Fitzgerald
454082,3,Lacey Chabert,actress,Dana
454082,4,Katie Cassidy,actress,Kelli Presley
454776,1,Ioan Gruffudd,actor,William Wilberforce
454776,2,Albert Finney,actor,John Newton
454776,3,Michael Gambon,actor,Lord Charles Fox
454776,4,Romola Garai,actress,Barbara Spooner
454824,1,James Franco,actor,Blaine Rawlings
454824,2,Jean Reno,actor,Capt. Thenault
454824,3,Jennifer Decker,actress,Lucienne
454824,4,Scott Hazell,actor,Cinema Usher
454841,1,Ted Levine,actor,Big Bob
454841,2,Kathleen Quinlan,actress,Ethel
454841,3,Dan Byrd,actor,Bobby
454841,4,Emilie de Ravin,actress,Brenda
454848,1,Denzel Washington,actor,Detective Keith Frazier
454848,2,Clive Owen,actor,Dalton Russell
454848,3,Jodie Foster,actress,Madeleine White
454848,4,Christopher Plummer,actor,Arthur Case
454864,1,Ron Perlman,actor,Ed Pollack
454864,2,James Le Gros,actor,James Hoffman
454864,3,Connie Britton,actress,Abby Sellers
454864,4,Zach Gilford,actor,Maxwell McKinder
454876,1,Suraj Sharma,actor,Pi Patel
454876,2,Irrfan Khan,actor,Adult Pi Patel
454876,3,Adil Hussain,actor,Santosh Patel
454876,4,Tabu,actress,Gita Patel
454919,1,Kristen Bell,actress,Mattie
454919,2,Rick Gonzalez,actor,Stone
454919,3,Christina Milian,actress,Isabelle Fuentes
454919,4,Ian Somerhalder,actor,Dexter
454921,1,Will Smith,actor,Chris Gardner
454921,2,Thandiwe Newton,actress,Linda
454921,3,Jaden Smith,actor,Christopher
454921,4,Brian Howe,actor,Jay Twistle
454931,1,Sandra Hüller,actress,Michaela Klingler
454931,2,Burghart Klaußner,actor,Karl Klingler
454931,3,Imogen Kogge,actress,Marianne Klingler
454931,4,Anna Blomeier,actress,Hanna Imhof
454945,1,Amanda Bynes,actress,Viola
454945,2,Laura Ramsey,actress,Olivia Lennox
454945,3,Channing Tatum,actor,Duke
454945,4,Vinnie Jones,actor,Dinklage
454987,1,Dax Shepard,actor,John Lyshitski
454987,2,Will Arnett,actor,Nelson Biederman IV
454987,3,Chi McBride,actor,Barry
454987,4,David Koechner,actor,Shanahan
455135,1,Bo-lin Chen,actor,Tak|Ted
455135,2,Yan Kam Ching,actress,Angry woman on the bus
455135,3,Ng Wing Chuen,actor,Newsstand owner
455135,4,Leung Cjun Fai,actor,Kid with a cap
455326,1,Dana Snyder,actor,Master Shake
455326,2,Dave Willis,actor,Meatwad|Carl Brutananadilewski|Ignignokt
455326,3,Carey Means,actor,Frylock
455326,4,Andy Merrill,actor,Oglethorpe
455362,1,Michelle Rodriguez,actress,Nicki
455362,2,Oliver Hudson,actor,John
455362,3,Taryn Manning,actress,Sara
455362,4,Eric Lively,actor,Matt
455407,1,Radha Mitchell,actress,Judy
455407,2,Timothy Olyphant,actor,David
455407,3,Danielle Panabaker,actress,Becca
455407,4,Joe Anderson,actor,Russell
455499,1,Breckin Meyer,actor,Jon Arbuckle
455499,2,Jennifer Love Hewitt,actress,Liz
455499,3,Billy Connolly,actor,Dargis
455499,4,Bill Murray,actor,Garfield
455538,1,Simon Pegg,actor,Sidney Young
455538,2,Kirsten Dunst,actress,Alison Olsen
455538,3,Megan Fox,actress,Sophie Maes
455538,4,Kelan Guy,actor,Young Sidney
455565,1,Bret 'Brook' Parker,actress,Kari McKeen
455565,2,Bud Luckey,actor,Agent Rick Dicker
455565,3,Eli Fucile,actor,Jack-Jack
455565,4,Jason Lee,actor,Syndrome
455590,1,James McAvoy,actor,Dr. Nicholas Garrigan
455590,2,Forest Whitaker,actor,Idi Amin
455590,3,Gillian Anderson,actress,Sarah Merrit
455590,4,Kerry Washington,actress,Kay Amin
455596,1,Noah Wyle,actor,Flynn Carsen
455596,2,Gabrielle Anwar,actress,Emily Davenport
455596,3,Bob Newhart,actor,Judson
455596,4,Jane Curtin,actress,Charlene
455760,1,Ryan Kwanten,actor,Jamie Ashen
455760,2,Amber Valletta,actress,Ella Ashen
455760,3,Donnie Wahlberg,actor,Det. Lipton
455760,4,Michael Fairman,actor,Henry Walker
455782,1,Richard Gere,actor,Simon Hunt
455782,2,Terrence Howard,actor,Duck
455782,3,Jesse Eisenberg,actor,Benjamin Strauss
455782,4,Gordana Vukres,actress,Girl at Awards Ceremony
455824,1,Nicole Kidman,actress,Lady Sarah Ashley
455824,2,Hugh Jackman,actor,Drover
455824,3,Shea Adams,actor,Carney Boy #3
455824,4,Eddie Baroo,actor,Bull
455857,1,Camilla Belle,actress,Jill Johnson
455857,2,Tommy Flanagan,actor,Stranger
455857,3,Katie Cassidy,actress,Tiffany
455857,4,Tessa Thompson,actress,Scarlet
455944,1,Denzel Washington,actor,Robert McCall
455944,2,Marton Csokas,actor,Teddy
455944,3,Chloë Grace Moretz,actress,Teri
455944,4,David Harbour,actor,Masters
455960,1,Sean Bean,actor,John Ryder
455960,2,Sophia Bush,actress,Grace Andrews
455960,3,Zachary Knighton,actor,Jim Halsey
455960,4,Neal McDonough,actor,Lt. Esteridge
455967,1,Jesse Metcalfe,actor,John Tucker
455967,2,Ashanti,actress,Heather
455967,3,Arielle Kebbel,actress,Carrie
455967,4,Sophia Bush,actress,Beth
456396,1,Jérémie Renier,actor,Bruno
456396,2,Déborah François,actress,Sonia
456396,3,Jérémie Segard,actor,Steve
456396,4,Fabrizio Rongione,actor,Jeune Bandit
456470,1,Yeo-reum Han,actress,The young girl
456470,2,Ji-Seok Seo,actor,The student
456470,3,Jeon Gook-hwan,actor,The student's father
456470,4,Seong-hwan Jeon,actor,Old Man (no name)
456554,1,Allen Covert,actor,Alex
456554,2,Linda Cardellini,actress,Samantha
456554,3,Shirley Jones,actress,Grace
456554,4,Peter Dante,actor,Dante
456912,1,Lee Byung-hun,actor,Sun-woo
456912,2,Shin Min-a,actress,Hee-soo
456912,3,Yeong-cheol Kim,actor,Mr. Kang
456912,4,Hwang Jung-min,actor,President Baek
457275,1,Adam Kaufman,actor,Wyatt
457275,2,Catherine Mangan,actress,Hope
457275,3,Brad William Henke,actor,Duke
457275,4,Michael C. Williams,actor,Otis
457400,1,Will Ferrell,actor,Dr. Rick Marshall
457400,2,Danny McBride,actor,Will Stanton
457400,3,Anna Friel,actress,Holly Cantrell
457400,4,Jorma Taccone,actor,Chaka
457430,1,Ivana Baquero,actress,Ofelia
457430,2,Ariadna Gil,actress,Carmen
457430,3,Sergi López,actor,Vidal
457430,4,Maribel Verdú,actress,Mercedes
457510,1,Jack Black,actor,Nacho
457510,2,Ana de la Reguera,actress,Sister Encarnación
457510,3,Héctor Jiménez,actor,Esqueleto
457510,4,Darius Rose,actor,Chancho
457513,1,Scarlett Johansson,actress,Sondra Pransky
457513,2,Hugh Jackman,actor,Peter Lyman
457513,3,Jim Dunk,actor,Funeral Speaker
457513,4,Robert Bathurst,actor,Strombel's Co-Workers
457572,1,Kesun Loder,actor,Timmy Robinson
457572,2,Billy Connolly,actor,Fido
457572,3,Carrie-Anne Moss,actress,Helen Robinson
457572,4,David Kaye,actor,Narrator
457655,1,Mads Mikkelsen,actor,Jacob Pederson
457655,2,Sidse Babett Knudsen,actress,Helene Hansson
457655,3,Rolf Lassgård,actor,Jörgen Lennart Hansson
457655,4,Neeral Mulchandani,actor,Pramod| 8 year
457939,1,Kate Winslet,actress,Iris
457939,2,Cameron Diaz,actress,Amanda
457939,3,Jude Law,actor,Graham
457939,4,Jack Black,actor,Miles
458242,1,Janne Hyytiäinen,actor,Seppo Ilmari Koistinen
458242,2,Maria Järvenhelmi,actress,Mirja
458242,3,Maria Heiskanen,actress,Aila
458242,4,Ilkka Koivula,actor,Lindholm
458339,1,Chris Evans,actor,Captain America|Steve Rogers
458339,2,Hugo Weaving,actor,Johann Schmidt|Red Skull
458339,3,Samuel L. Jackson,actor,Nick Fury
458339,4,Hayley Atwell,actress,Peggy Carter
458352,1,Anne Hathaway,actress,Andy Sachs
458352,2,Meryl Streep,actress,Miranda Priestly
458352,3,Adrian Grenier,actor,Nate
458352,4,Emily Blunt,actress,Emily
458364,1,Zach Braff,actor,Tom Reilly
458364,2,Amanda Peet,actress,Sofia Kowalski
458364,3,Charles Grodin,actor,Bob Kowalski
458364,4,Jason Bateman,actor,Chip Sanders
458481,1,Mickey Rourke,actor,Marv
458481,2,Jessica Alba,actress,Nancy
458481,3,Josh Brolin,actor,Dwight
458481,4,Joseph Gordon-Levitt,actor,Johnny
458525,1,Hugh Jackman,actor,Logan|Wolverine
458525,2,Liev Schreiber,actor,Victor Creed
458525,3,Ryan Reynolds,actor,Wade Wilson
458525,4,Danny Huston,actor,Stryker
459748,1,Vladimir Epifantsev,actor,Babylen Tatarsky
459748,2,Mikhail Efremov,actor,Leonid Azadovsky
459748,3,Andrey Fomin,actor,Morkovin
459748,4,Sergey Shnurov,actor,Gireyev
459944,1,Vasiliy Livanov,actor,Sherlock Holmes
459944,2,Vitali Solomin,actor,Dr. Watson
459944,3,Rina Zelyonaya,actress,Mrs. Hudson
459944,4,Valentina Panina,actress,A woman
459945,1,Vasiliy Livanov,actor,Sherlock Holmes
459945,2,Vitali Solomin,actor,Dr. Watson
459945,3,Rina Zelyonaya,actress,Mrs. Hudson
459945,4,Borislav Brondukov,actor,Inspector Lestrade
460740,1,Sean Biggerstaff,actor,Ben Willis
460740,2,Emilia Fox,actress,Sharon Pintey
460740,3,Michelle Ryan,actress,Suzy
460740,4,Erica Ellis,actress,Canteen Lady
460745,1,Ryan Reynolds,actor,Frank Allen
460745,2,Emily Mortimer,actress,Susan
460745,3,Stuart Townsend,actor,Buddy Endrow
460745,4,Sarah Chalke,actress,Paula Crowe
460780,1,Jason Statham,actor,Farmer
460780,2,Ron Perlman,actor,Norick
460780,3,Ray Liotta,actor,Gallian
460780,4,Leelee Sobieski,actress,Muriella
460791,1,Lee Pace,actor,Roy Walker|Masked Bandit
460791,2,Catinca Untaru,actress,Alexandria
460791,3,Justine Waddell,actress,Nurse Evelyn|Sister Evelyn
460791,4,Kim Uylenbroek,actor,Doctor|Alexander the Great
460792,1,Greg Kinnear,actor,Don Anderson
460792,2,Bruce Willis,actor,Harry Rydell
460792,3,Catalina Sandino Moreno,actress,Sylvia
460792,4,Wilmer Valderrama,actor,Raul
460810,1,Colin Hanks,actor,Troy Gable
460810,2,John Malkovich,actor,Buck Howard
460810,3,Tom Hanks,actor,Mr. Gable
460810,4,Emily Blunt,actress,Valerie Brennan
460829,1,Karolina Gruszka,actress,Lost Girl
460829,2,Krzysztof Majchrzak,actor,Phantom
460829,3,Grace Zabriskie,actress,Visitor #1
460829,4,Laura Dern,actress,Nikki Grace|Susan Blue
460829,7,Jan Hencz,actor,Janek
460829,8,Ian Abercrombie,actor,Henry the Butler
460829,9,Karen Baird,actress,Servant
460829,10,Bellina Logan,actress,Linda
460989,1,Cillian Murphy,actor,Damien
460989,2,Pádraic Delaney,actor,Teddy
460989,3,Liam Cunningham,actor,Dan
460989,4,Orla Fitzgerald,actress,Sinead
461770,1,Amy Adams,actress,Giselle
461770,2,Susan Sarandon,actress,Queen Narissa
461770,3,James Marsden,actor,Prince Edward
461770,4,Patrick Dempsey,actor,Robert Philip
462200,1,Christina Ricci,actress,Rae
462200,2,Samuel L. Jackson,actor,Lazarus
462200,3,Justin Timberlake,actor,Ronnie
462200,4,S. Epatha Merkerson,actress,Angela
462244,1,Cuba Gooding Jr.,actor,Charlie Hinton
462244,2,Lochlyn Munro,actor,Lance
462244,3,Richard Gant,actor,Buck
462244,4,Tamala Jones,actress,Kim Hinton
462322,1,Kurt Russell,actor,Stuntman Mike (segment \Death Proof\)
462322,2,Rose McGowan,actress,Pam (segment \Death Proof\)|Cherry (segment \Planet Terror\)
462322,3,Danny Trejo,actor,Machete (segment \Planet Terror\)
462322,4,Zoë Bell,actress,Zoë Bell (segment \Death Proof\)
462335,1,Tom Hiddleston,actor,Laing
462335,2,Jeremy Irons,actor,Royal
462335,3,Sienna Miller,actress,Charlotte
462335,4,Luke Evans,actor,Wilder
462338,1,Richard Gere,actor,Clifford Irving
462338,2,Alfred Molina,actor,Dick Suskind
462338,3,David Aaron Baker,actor,Brad Silber
462338,4,John Carter,actor,Harold Mcgraw
462396,1,Colin Firth,actor,Aurelius
462396,2,Ben Kingsley,actor,Ambrosinus|Merlin
462396,3,Aishwarya Rai Bachchan,actress,Mira
462396,4,Peter Mullan,actor,Odoacer
462465,1,Jim Caviezel,actor,Kainan
462465,2,Sophia Myles,actress,Freya
462465,3,Ron Perlman,actor,Gunnar
462465,4,Jack Huston,actor,Wulfric
462499,1,Sylvester Stallone,actor,John Rambo
462499,2,Julie Benz,actress,Sarah
462499,3,Matthew Marsden,actor,School Boy
462499,4,Graham McTavish,actor,Lewis
462504,1,Christian Bale,actor,Dieter Dengler
462504,2,Steve Zahn,actor,Duane
462504,3,Jeremy Davies,actor,Gene
462504,4,Zach Grenier,actor,Squad Leader
462519,1,Billy Bob Thornton,actor,Dr. P
462519,2,Jon Heder,actor,Roger
462519,3,Jacinda Barrett,actress,Amanda
462519,4,Michael Clarke Duncan,actor,Lesher
462538,1,Dan Castellaneta,actor,Homer Simpson|Itchy|Barney
462538,2,Julie Kavner,actress,Marge Simpson|Selma Bouvier|Patty Bouvier
462538,3,Nancy Cartwright,actress,Bart Simpson|Maggie Simpson|Ralph Wiggum
462538,4,Yeardley Smith,actress,Lisa Simpson
462590,1,Channing Tatum,actor,Tyler Gage
462590,2,Jenna Dewan,actress,Nora Clark
462590,3,Damaine Radcliff,actor,Mac Carter
462590,4,De'Shawn Washington,actor,Skinny Carter
463027,1,Rosario Dawson,actress,Maya
463027,2,Chad Faust,actor,Jared
463027,3,Marcus Patrick,actor,Adrian
463027,4,Vanessa Ferlito,actress,Bodega Girl
463034,1,Kate Hudson,actress,Molly
463034,2,Owen Wilson,actor,Dupree
463034,3,Matt Dillon,actor,Carl
463034,4,Michael Douglas,actor,Mr. Thompson
463854,1,Jeremy Renner,actor,Doyle
463854,2,Rose Byrne,actress,Scarlet
463854,3,Robert Carlyle,actor,Don
463854,4,Harold Perrineau,actor,Flynn
463872,1,Gérard Depardieu,actor,Obélix
463872,2,Clovis Cornillac,actor,Astérix
463872,3,Benoît Poelvoorde,actor,Brutus
463872,4,Alain Delon,actor,Jules Cesar
463985,1,Lucas Black,actor,Sean Boswell
463985,2,Zachery Ty Bryan,actor,Clay
463985,3,Shad Moss,actor,Twinkie
463985,4,Damien Marzette,actor,High School Security Guard
463998,1,Hilary Swank,actress,Erin Gruwell
463998,2,Imelda Staunton,actress,Margaret Campbell
463998,3,Patrick Dempsey,actor,Scott Casey
463998,4,Scott Glenn,actor,Steve Gruwell
464049,1,Richard Griffiths,actor,Hector
464049,2,Frances de la Tour,actress,Mrs. Lintott
464049,3,Clive Merrison,actor,The Headmaster
464049,4,Samuel Anderson,actor,Crowther
464141,1,Belén Rueda,actress,Laura
464141,2,Fernando Cayo,actor,Carlos
464141,3,Roger Príncep,actor,Simón
464141,4,Mabel Rivera,actress,Pilar
464154,1,Elisabeth Shue,actress,Julie Forester
464154,2,Jerry O'Connell,actor,Derrick Jones
464154,3,Richard Dreyfuss,actor,Matt Boyd
464154,4,Ving Rhames,actor,Deputy Fallon
464196,1,Danny Dyer,actor,Steve
464196,2,Laura Harris,actress,Maggie
464196,3,Tim McInnerny,actor,Richard
464196,4,Toby Stephens,actor,Harris
465142,1,Hugh Grant,actor,Martin Tweed
465142,2,Dennis Quaid,actor,President Staton
465142,3,Mandy Moore,actress,Sally Kendoo
465142,4,Willem Dafoe,actor,Chief of Staff
465188,1,Charlotte Gainsbourg,actress,Lucy Reed
465188,2,Vincenzo Amato,actor,Salvatore Mancuso
465188,3,Vincent Schiavelli,actor,Marriage Broker - on board ship
465188,4,Aurora Quattrocchi,actress,Fortunata Mancuso
465203,1,Olivia Bonamy,actress,Clémentine
465203,2,Michaël Cohen,actor,Lucas
465203,3,Adriana Mocca,actress,Ilona
465203,4,Maria Roman,actress,Sanda
465234,1,Nicolas Cage,actor,Ben Gates
465234,2,Diane Kruger,actress,Abigail Chase
465234,3,Justin Bartha,actor,Riley Poole
465234,4,Jon Voight,actor,Patrick Gates
465316,1,Samuel L. Jackson,actor,Afro Samurai|Ninja Ninja
465316,2,Phil LaMarr,actor,Brother 1|Brother 3|Brother 5
465316,3,Yuri Lowenthal,actor,Kuma|Jinno
465316,4,Greg Eagles,actor,Brother 6|Afro's Dad|Brother #6
465316,6,Terrence 'T.C.' Carson,actor,Sword Master|Brother #4|Swordmaster
465316,7,John DiMaggio,actor,Brother 2|Brother #2|Giant
465316,8,Ron Perlman,actor,Justice
465316,9,S. Scott Bullock,actor,Dharman
465316,10,Fred Tatasciore,actor,Juzo|Patron 5|Shuzo
